Date;N° HESSO;Date de début;Date de fin;Libellé;Statut
2014-09-29;40971;2014-01-01;2015-12-31;Mobile Self-Management of Type 1 Diabetes;RF
2015-06-24;40972;2016-01-01;2017-12-31;A European Distributed Data Acquisition System with Surveillance and Risk Modelling of Foodborne  and Hospital-based Clostridium difficile Infections for Early-warning of Epidemics.;RF
2014-11-11;41139;2014-09-01;2016-08-31;Predicting patient's future health state : development and deployment of fast, effective and interpretable algorithms for healthcare;EC
2014-05-14;41177;2013-01-01;2013-12-31;SOCLE SITE 2013-filière psychomotricité;AC
2014-11-21;41286;2014-06-20;2014-06-20;Promotion du domaine TS : "L'inquiétude pour le monde et la pensée critique";AC
2015-01-27;41288;2014-04-01;2014-06-30;Promotion du domaine TS : Les ateliers du sensible, 2ème année : médiations numériques en travail social et production d'un événement culturel à l'occasion de la fête de la musique "La rue dans les murs";AC
2014-06-19;41294;2013-01-01;2013-12-31;Commission scientifique du domaine travail social 2013;AC
2014-06-18;41300;2011-11-01;2013-12-31;Projets de développement Santé et TS 2013-DVLPT-S&TS 2013;AC
2015-05-20;41334;2014-05-14;2030-12-31;Valorisation technologique.  ;EC
2015-10-21;41340;2014-01-01;2014-12-31;Commission scientifique domaine TS 2014;AC
2014-06-03;41346;2013-12-05;2013-12-05;Consultation Stratégique du site Mamans-Shop.ch;AC
2015-08-17;41362;2013-10-01;2015-06-30;Optimisation d'une Plateforme Humanisée pour amELIorer les tests pré-cliniquEs  ;TA
2015-07-08;41415;2014-04-01;2014-12-31;Lean methods in maintenance of construction projects;AC
2015-05-12;41435;2014-04-01;2015-12-31;TEPPES  ;EC
2014-11-29;41436;2014-04-01;2015-12-31;Impact des dragages d'entretien du lit du Rhône sur le peuplement piscicole  ;EC
2015-07-23;41438;2014-01-01;2014-12-31;Diagnostic Biochips 2014  ;TA
2014-09-08;41473;2014-01-01;2014-08-31;forfait Hes-so domaine TS pour la préparation du projet externe : recherche exploratoire-Chili-"terres, territoire et propriété. Enlisements administratifs et processus de paupérisation dans des comunidades mapuche";AN
2015-11-02;41477;2014-06-01;2016-05-27;valorisation des résultats de l'étude intitulée: Activités physiques et conduites alimentaires dans le postpartum après un diabète  gestationnel: impact des croyances, du soutien social et de l'auto-e;AC
2014-10-27;41478;2013-02-01;2016-01-31;Fonds de contrepartie Hes-so alloué au projet de Claudio Bolzman- "Romanian Ageing migrants and the Welfare State";AC
2015-10-08;41482;2014-01-01;2014-06-30;Valorisation domaine TS pour la traduction/relecture de deux articles scientifiques auprès des revues Identities. Global Studies in Culture and Power et Journal of Human Rights en vue d'une publication. TS-CR-21-14;TS
2014-10-20;41555;2014-01-01;2014-12-31;Socle Site Ra&D 2014-filière Travail Social;AC
2014-12-04;41558;2014-08-21;2016-08-21;Valorisation domaine TS : écriture d'un article scientifique "Ethnography of a Civic Ritual : Discourses by Political Representatives to New Swiss Citizens"/Revue Citizenship Studies no TS-CR-26-14;AC
2014-12-03;41559;2014-01-01;2014-04-01;Forfait du domaine Travail social pour la préparation du projet déposé auprès du FNS : "Le pouvoir expérientiel du langage au service de la qualité des pratiques dans le champ de la protection de l'enfance" no TS-CR-03-14;AC
2015-04-28;41560;2014-08-21;2016-08-21;Valorisation domaine TS pour la traduction/relecture d'un chapitre de livre : "Glimpses into the Hearts of Whiteness:Institutions of Intimacy and the Desirable National ' Ouvrage collectif : Swiss Colonial Encounters TS-CR-10-14;AC
2014-10-08;41566;2014-01-01;2014-12-31;Socle Site Ra&D 2014-filière psychomotricité;AC
2015-02-23;41596;2013-07-01;2013-12-31;forfait du domaine TS pour la préparation du projet (esquisse) SNIS : "Migration of Swiss Retired Citizens to Africa: Trends, Practices and Impact A Case Study of Morocco and Senegal" no TS-CR-16-14;AC
2015-10-21;41597;2014-08-21;2016-08-21;Valorisation domaine TS pour l'édition du livre : "Etudiants du Sud de la HES-SO : entre illusions et espoirs"-éditions ies-no TS-CR-13-14;AC
2014-11-07;41606;2014-06-01;2015-06-30;Drill the brain through music or walking, impact of different training regimens on  age-induced cognitive decline;AC
2014-11-07;41607;2014-06-01;2015-06-30;Rôle de la force de la hanche dans la diminution du risque de chutes, le maintien de l'indépendance fonctionnelle et l'amélioration de la qualité de vie des personnes âgées;AC
2015-04-28;41613;2014-01-01;2014-12-31;Plan de Gestion des parcs historiques de La Grange et des  Eaux-Vives.;AC
2014-12-11;41640;2014-06-01;2015-06-30;SimiX ' Simulating X-Ray images: From training to computer-assisted medicine;AC
2014-11-25;41663;2014-01-01;2014-12-31;Bioalps 2014.;AC
2014-10-20;41664;2014-01-01;2015-12-31;La nature au bénéfice de la ville et la ville au bénéfice de la nature.  ;EC
2015-03-24;41665;2014-01-01;2014-12-31;Sustainable Engineering Network.;AC
2015-01-29;41666;2014-09-03;2014-09-04;2ème journée de la recherche du domaine Economie & Services (3 septembre 2014);AC
2014-12-04;41668;2014-08-21;2016-08-21;Valorisation domaine TS : édition d'un livre : « Sans garantie de mixité. Les sinueux chemins de l'égalité des sexes dans le travail social et la santé » / Editions ies TS-CR-01-14;AC
2015-10-01;41679;2014-09-15;2015-10-31;Optimisation d'une luge de skeleton de Swiss Sliding;AC
2014-11-26;41684;2014-09-01;2016-02-29;Relation entre hydrologie et peuplements/populations piscicoles  ;EC
2014-10-11;41687;2014-02-01;2015-12-31;Evaluation de la taille de population d'une population de loups et de leur impact sur les espèces proies.  ;EC
2015-07-14;41692;2014-08-18;2015-09-30;Démonstrateur de dispositif pour l'amélioration de  l'observance du lavage des mains;AC
2014-09-09;41709;2013-09-01;2014-01-31;« Pratiques sportives en institutions socio-éducatives, et dimensions de genre : quels enjeux ? » M1 Sport Education Genre;AC
2014-12-05;41726;2013-11-15;2013-12-31;Biotechnet (I5-2013-52)  Appui financier aux réseaux thématiques nationaux et internationaux;AC
2014-07-03;41734;2015-01-01;2015-12-31;RDM Training  (Training Modules for Research Data Management);RF
2014-11-07;41747;2014-06-01;2016-05-26;Longitudinal retrospective cohort study of nurses' career paths and retention.;EC
2014-12-03;41749;2014-08-21;2016-08-21;Valorisation domaine TS : écriture d'un article scientifique : "Potagers urbains vs jardins familiaux ? Réforme urbaine contemporaine et controverses autour du beau jardin et de son usage légitime"/Revue Espaces et Sociétés TS-CR-23-14;AC
2014-12-03;41750;2014-08-21;2016-08-21;Valorisation domaine TS : Ecriture d'un ouvrage : « Ce que enfermer des mineurs veut dire. Controverses professionnelles, conceptions éducatives et justifications de contemporaine de l'enfermement » / Editions Seismo TS-CR-24-14;EC
2015-04-13;41751;2014-01-01;2014-12-31;EcoSwissMade: Ecoconception et efficience énergétique, un impact fort sur le maintien et le développement d'une industrie manufacturière suisse éco-compatible. ;AC
2014-12-03;41781;2013-06-01;2014-01-31;Forfait domaine santé pour la préparation d'une esquisse déposée auprès du SNIS : "Amputation and phantom pain: A medical and neuro-psychomotor rehabilitation approach to body-image for amputees : Switzerland - Haiti";AC
2015-03-09;41825;2014-07-01;2016-12-31;CentreBioTech  ;EC
2014-11-28;41830;2014-04-01;2014-10-31;"Etude préliminaire d'un système d'éjection de filet et d'un système de remorquage pour débris spatiaux dans le cadre du contrat GSTP 5.4 liant le Swiss Space Center et l'Agence Spatiale Européenne"  ;AC
2014-11-07;41841;2014-08-01;2015-07-31;"Culture Twiggy": répercussions sur l'insatisfaction corporelle des femmes de plus de 60 ans et conséquences pour leur santé et leur qualité de vie;AC
2015-03-17;41849;2014-05-01;2017-04-30;Devenir technicien en Radiologie Médicale : Analyse de l'activité collective au travail et conception de situation de formation;EC
2014-12-16;41850;2014-05-01;2015-05-31;Devenir Technicien en Radiologie Médicale : Analyse de l'activité collective au travail et conception de situations de formation;AC
2014-07-18;41853;2014-08-01;2015-07-31;P1 Visual and tactile scanning training in patients with neglect after stroke;EC
2015-04-23;41970;2015-01-01;2016-12-31;Train the Trainer for Data Curation in Advanced Research;EC
2015-02-19;41997;2014-09-01;2015-08-31;The Things ? A trip to Europa (phase 2);EC
2014-08-15;42007;2014-04-01;2017-03-31;Sonoactivable Nanotheragnostics for Cancer Treatment (REANet EuroNanoMed2 SonoTherag);EC
2015-11-02;42008;2015-01-01;2017-12-31;Cascade-amplified ultrasound focal ablation (CAMUS);EC
2015-01-20;42094;2014-01-01;2015-12-31;La nature au bénéfice de la ville et la ville au bénéfice de la nature.  ;EC
2015-07-13;42114;2014-05-01;2015-06-30;Simulation de l'évolution temporelles des parcs publics genevois;AC
2015-02-03;42209;2015-01-01;2017-06-30;Project Privacy Incorporated Security Enhanced Systems;RF
2015-01-14;42275;2014-10-01;2016-09-30;Solution intégrée de simulation de création d'entreprise;RF
2015-09-21;42371;2014-07-01;2016-03-31;"Poste MT/BT intelligents pour la conduite de réseaux de distribution à   production distribuée d'énergie.";EC
2014-11-11;42410;2014-10-01;2015-08-31;Evaluation de l'impact d'un entretien psycho-éducatif pré et post natal sur le risque de dépression, le sentiment d'auto-efficacité parental et la dynamique coparentale à 3 mois post-partum : étude pi;EC
2015-01-06;42431;2014-10-01;2016-03-31;Collective Watch Bookmarking : une Plateforme pour plus d'Autonomie et de Collaboration parmi les systèmes de social bookmarking;EC
2014-11-27;42446;2014-09-01;2015-12-31;Prime à l'obtention d'un pro-jet inter-établissement avec financement exogène - Projet Amelio 41692 hepia (N°41672 HEVS);TA
2015-07-13;42457;2014-09-01;2015-12-31;Prime à l'obtention d'un projet interétablissement avec financement exogène - Projet SQUAD N° 39198;AC
2015-01-16;42466;2013-09-01;2014-10-31;Salon SINDEX 2014 à Berne;AC
2015-10-07;42479;2015-01-01;2016-12-31;L'Expérience en Musée Augmentée par le Numérique  Fondation Gebert Rüf;RF
2015-10-27;42496;2015-01-01;2016-12-31;Sols et Arbres  et Gestion des Eaux en ville;EC
2015-11-02;42574;2014-10-01;2016-12-31;STORK/EXPAND;TS
2014-12-18;42630;2015-01-01;2016-12-31;Projet interne octobre 2014:"Prévenir la maltraitance des personnes en situation de handicap: quelle formation pour les proches aidants ? Quels facteurs de protection préconiser à partir de leur expertise ?";RF
2014-12-18;42633;2015-05-01;2016-04-30;Projet interne octobre 2014:"Roms à Genève. Des logiques contradictoires de l'action publique aux solutions possibles pour une politique du vivre ensemble";RF
2015-03-09;42637;2015-04-01;2016-09-30;Projet interne octobre 2014:"Migration des personnes retraitées Suisses au Maroc:Tendances, Pratiques et Impacts";EC
2014-10-17;42689;2014-12-01;2016-12-01;Les maçonneries de pierres naturelles comme support de la nature en ville.;EC
2014-12-02;42690;2014-10-01;2016-10-01;Confiner les espèces non-indigènes au milieu urbain et limiter leur dispersion: de la cartographie à l'aide à la décision. Etude-pilote sur les plantes aquatiques du Canton de Genève.;EC
2014-10-17;42691;2014-10-01;2015-12-31;'Optimisation du Stationnement dans les ville de grandes et moyennes tailles.;EC
2015-07-16;42692;2015-01-01;2016-06-30;Machine épurée dédiée au micro fraisage ;EC
2014-11-06;42700;2014-07-01;2015-06-30;OFPIASCOPE;EC
2014-10-17;42701;2014-08-08;2018-12-31;RENOUEE;EC
2015-02-17;42702;2014-01-01;2014-09-30;Forfait du domaine Travail Social pour la préparation du projet déposé auprès du FNS "La construction sociale de l'addiction au jeu d'argent comme problème public. Genèse et usages d'une nouvelle catégorie médicale" oct.2014-TS-CR-50-14;AC
2014-12-09;42723;2014-10-01;2015-12-31;complément financier au projet HaÏti-sagex no 32786-domaine Santé oct. 2014: "Thérapie neuro-psychomotrice et réhabilitation des personnes amputées suite au tremblement de terre en Haïti";RF
2014-10-17;42738;2014-09-01;2017-08-31;Livre "Le management de projet de construction";EC
2015-07-09;42748;2015-04-01;2016-09-30;Phage display et SELEX pour cibler des biomarqueurs diagnostiques et miniaturisation par bio-printing;EC
2014-11-05;42758;2014-01-01;2016-12-31;Végétal en Ville;EC
2015-10-22;42769;2015-01-01;2018-12-31;Road-, Air- and Water-based Future Internet Experimentation  H2020-ICT-2014-1;EC
2014-11-21;42851;2015-01-01;2015-12-31;Egg-To-Fry survival kit 3.  Développement d'un dispositif d'évaluation de la survie des 'ufs de poissons, ;OF
2015-10-22;42862;2013-09-01;2015-12-31;Projet subvention pour FP7 - C. Equey;EC
2015-10-22;42863;2013-09-01;2015-12-31;Projet subvention pour FP7 - V. Pignon;EC
2015-01-20;42906;2014-04-01;2015-03-31;Analyse chimiques de miels en fonction du lieu de prélèvement à Genève,  un projet de recherche et de pédagogie;TS
2015-10-20;42918;2014-12-01;2015-10-31;Développement d'une barrière efficace pour la protection des aliments conservés sous l'emballage ;TS
2014-12-12;42920;2014-01-01;2014-12-31;ADMIN_PLANTE ET CITE_2014;AC
2015-09-29;42922;2014-12-01;2016-12-01;Les maçonneries de pierres naturelles comme support de la nature en ville.;EC
2015-05-11;42944;2014-09-01;2015-07-31;Prothèse de pied;EC
2014-10-28;42948;2014-12-01;2016-05-31;Réseau de capteurs sans fils pour le suivi de l'activité physique des personnes handicapées;EC
2015-10-27;42952;2014-12-01;2016-05-31;Réseau de capteurs sans fils pour le suivi de l'activité physique des personnes handicapées;EC
2015-07-13;42957;2014-10-08;2016-04-30;iNUIT-2014-005 GeReC;EC
2015-02-19;42981;2014-10-01;2015-10-31;Façons de faire. La place de la technique dans la pratique artistique contemporaine;EC
2014-10-31;42987;2014-10-20;2017-10-20;Etude Régionale du Mercure dans les Sols;EC
2015-10-27;43004;2015-01-01;2016-06-30;Lunettes à réalité augmentée commandées par les gestes et la parole pour applications médicales;EC
2015-07-13;43018;2014-11-01;2014-12-31;Visualisation des outils de planification du canton de Genève (PLQ);AC
2015-07-24;43020;2014-06-01;2014-12-31;Test de travaux de végétalisation de terrains réhabilités dans les carrières du Salève;AC
2015-10-01;43081;2014-10-16;2015-12-31;Nereid_CTI;AC
2015-01-15;43089;2014-01-01;2014-12-31;Biotechnet (I5-2014) / IA-THEM14-07  Appui financier aux réseaux thématiques nationaux et internationaux;AC
2015-07-17;43099;2014-09-01;2015-02-28;Développement d'un score d'alimentation saine;AC
2015-03-24;43101;2014-09-01;2017-02-28;Dépense énergétique et détermination des besoins énergétiques et protéiques chez l'enfant sévèrement malade  ;EC
2015-09-01;43124;2014-11-01;2016-03-31;Art and the Non-Human : Searching for a Third Tradition of Art between Aesthetics and Science;EC
2015-06-02;43142;2015-01-01;2015-08-31;Evaluation d'un dispositif d'intervention basé sur "l'entretien périnatal" développé par la HEdS-Genève appliqué au service du post-partum de la maternité du CHUV (EPEPPChuv-Entretien Psycho-Educatif Post-Partum CHUV);TS
